user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Miloslava Miller,We purchased sauna for a dental office. Very happy so far. Have been using red saunas for a while now.,5,Irrelevant,we purchased sauna for a dental office very happy so far have been using red saunas for a while now,"['purchased', 'sauna', 'dental', 'office', 'happy', 'far', 'red', 'saunas']",8,0.0,NEGATIVE,49,
amanda sacco,"This was the best investment I have ever made! Julie was great during the entire process, and is still a big help with any health and wellness questions I have. My kids use this (safely) a few times a week as well and love it. I cant believe the energy I've had just within the first week. I cant wait to see other results!",5,Valid,this was the best investment i have ever made julie was great during the entire process and is still a big help with any health and wellness questions i have my kids use this safely a few times a week as well and love it i cant believe the energy ive had just within the first week i cant wait to see other results,"['best', 'investment', 'julie', 'great', 'entire', 'process', 'big', 'help', 'health', 'wellness', 'questions', 'kids', 'use', 'safely', 'times', 'week', 'love', 'nt', 'believe', 'energy', 've', 'week', 'nt', 'wait', 'results']",25,0.0625,POSITIVE,70,
Debbie Viano,"I couldn’t be happier with my purchase of a Sanctuary 3 sauna. It is absolute HEAVEN for me!  Worth every single penny spent on this. When searching for saunas, my friend Stacey referred me to Julie. I have to say, Julie made the decision so easy for me when deciding to make the purchase. Her knowledge and passion says it all. Julie has been so helpful during the entire process and when I have questions, she’s always available to answer. Being in the medical field, I highly recommend the purchase of this brand sauna. It has so many great health benefits. Just ask Julie....she’s the BEST!",5,Valid,i couldnt be happier with my purchase of a sanctuary  sauna it is absolute heaven for me  worth every single penny spent on this when searching for saunas my friend stacey referred me to julie i have to say julie made the decision so easy for me when deciding to make the purchase her knowledge and passion says it all julie has been so helpful during the entire process and when i have questions shes always available to answer being in the medical field i highly recommend the purchase of this brand sauna it has so many great health benefits just ask julieshes the best,"['nt', 'happier', 'purchase', 'sanctuary', ' ', 'sauna', 'absolute', 'heaven', ' ', 'worth', 'single', 'penny', 'spent', 'searching', 'saunas', 'friend', 'stacey', 'referred', 'julie', 'julie', 'decision', 'easy', 'deciding', 'purchase', 'knowledge', 'passion', 'says', 'julie', 'helpful', 'entire', 'process', 'questions', 's', 'available', 'answer', 'medical', 'field', 'highly', 'recommend', 'purchase', 'brand', 'sauna', 'great', 'health', 'benefits', 'ask', 'julieshes', 'best']",48,0.05660377358490566,POSITIVE,91,
Cathy LaPrade,My experience from the information gathering to delivery was exceptional. Great communication on the shipping and a call to ensure that the delivery was complete and that we are pleased. Excellence in customer service!,5,Valid,my experience from the information gathering to delivery was exceptional great communication on the shipping and a call to ensure that the delivery was complete and that we are pleased excellence in customer service,"['experience', 'information', 'gathering', 'delivery', 'exceptional', 'great', 'communication', 'shipping', 'ensure', 'delivery', 'complete', 'pleased', 'excellence', 'customer', 'service']",15,0.0,POSITIVE,56,
Michael Schaltz,We love our Clearlight Sanctuary 3 sauna!  Julie Bishop was extremely helpful and knowledgeable throughout the entire process from choosing which model to purchase through delivery and installation.  We are very happy with the interior size of the Sanctuary 3 and it looks amazing in our home.   We are enjoying it almost every day.  Julie’s customer service was outstanding and she responded immediately to any question we asked. We would recommend Julie and this sauna to anyone!,5,Valid,we love our clearlight sanctuary  sauna  julie bishop was extremely helpful and knowledgeable throughout the entire process from choosing which model to purchase through delivery and installation  we are very happy with the interior size of the sanctuary  and it looks amazing in our home   we are enjoying it almost every day  julies customer service was outstanding and she responded immediately to any question we asked we would recommend julie and this sauna to anyone,"['love', 'clearlight', 'sanctuary', ' ', 'sauna', ' ', 'julie', 'bishop', 'extremely', 'helpful', 'knowledgeable', 'entire', 'process', 'choosing', 'model', 'purchase', 'delivery', 'installation', ' ', 'happy', 'interior', 'size', 'sanctuary', ' ', 'looks', 'amazing', 'home', '  ', 'enjoying', 'day', ' ', 'julies', 'customer', 'service', 'outstanding', 'responded', 'immediately', 'question', 'asked', 'recommend', 'julie', 'sauna']",42,0.0,POSITIVE,78,
Cynthia Spenla,Julie was by far the best representative I talked to about my decision to purchase a sauna. She guided me through comparing brands and helped me become a more educated consumer. I am very happy with our purchase and working with Julie.,5,Valid,julie was by far the best representative i talked to about my decision to purchase a sauna she guided me through comparing brands and helped me become a more educated consumer i am very happy with our purchase and working with julie,"['julie', 'far', 'best', 'representative', 'talked', 'decision', 'purchase', 'sauna', 'guided', 'comparing', 'brands', 'helped', 'educated', 'consumer', 'happy', 'purchase', 'working', 'julie']",18,0.047619047619047616,POSITIVE,60,
Kevin Huber,"Julie was excellent to work with. She was very responsive to calls and text messages whenever I had questions about the models, the timing of delivery, or how to set up the sauna.
During the setup, I slightly stripped the head of one of the bracket screws. It was still able to be tightened, but if I need to disassemble the sauna for any reason, it would be better to replace it. I asked Julie if I could get another screw, and she had A whole new bracket sent to me within a few days.
I love the Sauna and would recommend that anyone searching for a high quality sauna call Julie.",5,Valid,"julie was excellent to work with she was very responsive to calls and text messages whenever i had questions about the models the timing of delivery or how to set up the sauna
during the setup i slightly stripped the head of one of the bracket screws it was still able to be tightened but if i need to disassemble the sauna for any reason it would be better to replace it i asked julie if i could get another screw and she had a whole new bracket sent to me within a few days
i love the sauna and would recommend that anyone searching for a high quality sauna call julie","['julie', 'excellent', 'work', 'responsive', 'calls', 'text', 'messages', 'questions', 'models', 'timing', 'delivery', 'set', 'sauna', '\n', 'setup', 'slightly', 'stripped', 'head', 'bracket', 'screws', 'able', 'tightened', 'need', 'disassemble', 'sauna', 'reason', 'better', 'replace', 'asked', 'julie', 'screw', 'new', 'bracket', 'sent', 'days', '\n', 'love', 'sauna', 'recommend', 'searching', 'high', 'quality', 'sauna', 'julie']",44,0.0625,POSITIVE,93,
Jade McLeod,"Hands down the best active recovery tool of bought for me and my family to enjoy. We put the IS-5 up in our garage and after a hard days work/workout enjoy the quality of a good sauna. Thank you to Julie Bishop for the kindness, patience, and complete professionalism when working with my family for this new purchase. If you want easy, no hassle, and with little wait time hurry up and get your sauna and ACTIVE RECOVERY in check today! Trust me your body will not be upset 😃.",5,Valid,hands down the best active recovery tool of bought for me and my family to enjoy we put the is up in our garage and after a hard days workworkout enjoy the quality of a good sauna thank you to julie bishop for the kindness patience and complete professionalism when working with my family for this new purchase if you want easy no hassle and with little wait time hurry up and get your sauna and active recovery in check today trust me your body will not be upset ,"['hands', 'best', 'active', 'recovery', 'tool', 'bought', 'family', 'enjoy', 'garage', 'hard', 'days', 'workworkout', 'enjoy', 'quality', 'good', 'sauna', 'thank', 'julie', 'bishop', 'kindness', 'patience', 'complete', 'professionalism', 'working', 'family', 'new', 'purchase', 'want', 'easy', 'hassle', 'little', 'wait', 'time', 'hurry', 'sauna', 'active', 'recovery', 'check', 'today', 'trust', 'body', 'upset']",42,0.03333333333333333,POSITIVE,84,
Marie Hamilton,"I was so excited to receive my Clearlight Sanctuary 2. Each time I use my sauna I love it even more. I am so grateful to have it in my home to use, at anytime, on my own schedule. Working with Julie Bishop was a pleasure. She was so willing to share her time, expertise and caring ways. Thank you again Julie!",5,Valid,i was so excited to receive my clearlight sanctuary  each time i use my sauna i love it even more i am so grateful to have it in my home to use at anytime on my own schedule working with julie bishop was a pleasure she was so willing to share her time expertise and caring ways thank you again julie,"['excited', 'receive', 'clearlight', 'sanctuary', ' ', 'time', 'use', 'sauna', 'love', 'grateful', 'home', 'use', 'anytime', 'schedule', 'working', 'julie', 'bishop', 'pleasure', 'willing', 'share', 'time', 'expertise', 'caring', 'ways', 'thank', 'julie']",26,0.06451612903225806,POSITIVE,69,
Heather Wilson,This sauna although expensive was the best I could get for the price after researching it. Julie continues to be there to support me with questions. She is very knowledgeable about healing. I wish I could get one for all my loved ones.,5,Valid,this sauna although expensive was the best i could get for the price after researching it julie continues to be there to support me with questions she is very knowledgeable about healing i wish i could get one for all my loved ones,"['sauna', 'expensive', 'best', 'price', 'researching', 'julie', 'continues', 'support', 'questions', 'knowledgeable', 'healing', 'wish', 'loved', 'ones']",14,0.06976744186046512,POSITIVE,60,
Kim Underwood,"My family and I  have had the pleasure of using my Clearlight sauna for a little while (every day since it was assembled) and wanted to give another big THANK YOU to Julie Bishop thesaunalife.com
I’m so unbelievably excited & thankful to have a sauna at home and it is truly everything you, Julie, said it would be and so much more!
I so appreciate your product knowledge and your spectacular customer service. (Honestly, I don’t think I’ve ever received such great care) Julie’s customer service is fantastic and my every concern/question was answered (probably multiple times) all while never making me feel pressured or rushed.  I looked into quite a few different companies and the lifetime warranty and low EMF’s of Clearlight stood out, but also it was Julie’s customer service that sealed the deal. She’s there for you every step of the way...
your amazing Julie and I’m happy to say so is my
sauna! It’s now living in our lower level rex-room...and a little fun-fact, the first one to use our sauna was our oldest son. It truly is going to be something that our entire family can use for years to come and completely worth the investment in our health.",5,Valid,"my family and i  have had the pleasure of using my clearlight sauna for a little while every day since it was assembled and wanted to give another big thank you to julie bishop thesaunalifecom
im so unbelievably excited  thankful to have a sauna at home and it is truly everything you julie said it would be and so much more
i so appreciate your product knowledge and your spectacular customer service honestly i dont think ive ever received such great care julies customer service is fantastic and my every concernquestion was answered probably multiple times all while never making me feel pressured or rushed  i looked into quite a few different companies and the lifetime warranty and low emfs of clearlight stood out but also it was julies customer service that sealed the deal shes there for you every step of the way
your amazing julie and im happy to say so is my
sauna its now living in our lower level rexroomand a little funfact the first one to use our sauna was our oldest son it truly is going to be something that our entire family can use for years to come and completely worth the investment in our health","['family', ' ', 'pleasure', 'clearlight', 'sauna', 'little', 'day', 'assembled', 'wanted', 'big', 'thank', 'julie', 'bishop', 'thesaunalifecom', '\n', 'm', 'unbelievably', 'excited', ' ', 'thankful', 'sauna', 'home', 'truly', 'julie', 'said', '\n', 'appreciate', 'product', 'knowledge', 'spectacular', 'customer', 'service', 'honestly', 'nt', 'think', 've', 'received', 'great', 'care', 'julies', 'customer', 'service', 'fantastic', 'concernquestion', 'answered', 'probably', 'multiple', 'times', 'making', 'feel', 'pressured', 'rushed', '\xa0\xa0', 'looked', 'different', 'companies', 'lifetime', 'warranty', 'low', 'emfs', 'clearlight', 'stood', 'julies', 'customer', 'service', 'sealed', 'deal', 's', 'step', 'way', '\n', 'amazing', 'julie', 'm', 'happy', '\n', 'sauna', 'living', 'lower', 'level', 'rexroomand', 'little', 'funfact', 'use', 'sauna', 'oldest', 'son', 'truly', 'going', 'entire', 'family', 'use', 'years', 'come', 'completely', 'worth', 'investment', 'health']",98,0.029411764705882353,POSITIVE,100,
Inka4 van Houden,Finding out about all the benefits of an infrared sauna through Julie‘s page I was so impressed with all the research she’s done and sharing her knowledge so kindly there was no other way to get my Clearlight Sauna! We are beyond happy and the whole family enjoys it! Thank you Julie,5,Valid,finding out about all the benefits of an infrared sauna through julies page i was so impressed with all the research shes done and sharing her knowledge so kindly there was no other way to get my clearlight sauna we are beyond happy and the whole family enjoys it thank you julie,"['finding', 'benefits', 'infrared', 'sauna', 'julies', 'page', 'impressed', 'research', 's', 'sharing', 'knowledge', 'kindly', 'way', 'clearlight', 'sauna', 'happy', 'family', 'enjoys', 'thank', 'julie']",20,0.019230769230769232,POSITIVE,65,
Kim D,I absolutely LOVE my new Clearlight suana!   Everything about it is amazing.  Julie worked with my husband who wanted to surprise me with it as a gift.  She was extremely helpful to him and answered all of his questions.  Julie is extremely knowledgeable about the Suanas and was able to help him decide the best one to purchase that would suit our needs.  Please don’t hesitate to reach out to Julie about these amazing suanas.  It will be one of the best things you can do for your health!    A big thank you to Julie.  God  bless you!,5,Valid,i absolutely love my new clearlight suana   everything about it is amazing  julie worked with my husband who wanted to surprise me with it as a gift  she was extremely helpful to him and answered all of his questions  julie is extremely knowledgeable about the suanas and was able to help him decide the best one to purchase that would suit our needs  please dont hesitate to reach out to julie about these amazing suanas  it will be one of the best things you can do for your health    a big thank you to julie  god  bless you,"['absolutely', 'love', 'new', 'clearlight', 'suana', '  ', 'amazing', ' ', 'julie', 'worked', 'husband', 'wanted', 'surprise', 'gift', ' ', 'extremely', 'helpful', 'answered', 'questions', ' ', 'julie', 'extremely', 'knowledgeable', 'suanas', 'able', 'help', 'decide', 'best', 'purchase', 'suit', 'needs', ' ', 'nt', 'hesitate', 'reach', 'julie', 'amazing', 'suanas', ' ', 'best', 'things', 'health', '   ', 'big', 'thank', 'julie', ' ', 'god', ' ', 'bless']",50,0.030612244897959183,POSITIVE,88,
Dana Bondi,"I recently purchased a Clearlight Sanctuary 1 from Julie Bishop.  She was extremely professional and knowledgeable about all of the saunas Clearlight has to offer.  I had Many questions in which she had answers for. I appreciated her patience and help regarding my purchase. I will also add, even after receiving my sauna, she is readily available to answer any questions I have.  Thank you Julie Bishop!!",5,Valid,i recently purchased a clearlight sanctuary  from julie bishop  she was extremely professional and knowledgeable about all of the saunas clearlight has to offer  i had many questions in which she had answers for i appreciated her patience and help regarding my purchase i will also add even after receiving my sauna she is readily available to answer any questions i have  thank you julie bishop,"['recently', 'purchased', 'clearlight', 'sanctuary', ' ', 'julie', 'bishop', ' ', 'extremely', 'professional', 'knowledgeable', 'saunas', 'clearlight', 'offer', ' ', 'questions', 'answers', 'appreciated', 'patience', 'help', 'purchase', 'add', 'receiving', 'sauna', 'readily', 'available', 'answer', 'questions', ' ', 'thank', 'julie', 'bishop']",32,0.07462686567164178,POSITIVE,71,
Chris Morgan,"Julie is AMAZING! I have been researching different ways to heal from Lyme for over a year. My mother was clinically diagnosed with Lyme a year ago and it has been a LONG journey. Throughout the past year we have had different people and things placed in our path that has really lead us to the progress that we are seeing (total God thing in our opinion) and Julie and Clearlight are two of the things that fell right into place for us. Someone online recommended Julie to me, I reached out and right away could tell that she was a book of knowledge. I got her on the phone with my parents. Julie spent hours on the phone with them (my mom can ask a ton of questions) and not once did they feel pressured. The sauna was ordered and came in a couple of weeks ago. I actually just got off the phone with my mother prior to writing this review and she is already seeing improvements with her pain. Infrared saunas was also recommended by two LLMD’s that my mom uses so it was an investment in her healing. I want to thank Julie for all of her help. I pray daily for my Mom and I believe Julie was sent to us on this healing journey. Thank you so much for all of your help, knowledge and expertise!",5,Valid,julie is amazing i have been researching different ways to heal from lyme for over a year my mother was clinically diagnosed with lyme a year ago and it has been a long journey throughout the past year we have had different people and things placed in our path that has really lead us to the progress that we are seeing total god thing in our opinion and julie and clearlight are two of the things that fell right into place for us someone online recommended julie to me i reached out and right away could tell that she was a book of knowledge i got her on the phone with my parents julie spent hours on the phone with them my mom can ask a ton of questions and not once did they feel pressured the sauna was ordered and came in a couple of weeks ago i actually just got off the phone with my mother prior to writing this review and she is already seeing improvements with her pain infrared saunas was also recommended by two llmds that my mom uses so it was an investment in her healing i want to thank julie for all of her help i pray daily for my mom and i believe julie was sent to us on this healing journey thank you so much for all of your help knowledge and expertise,"['julie', 'amazing', 'researching', 'different', 'ways', 'heal', 'lyme', 'year', 'mother', 'clinically', 'diagnosed', 'lyme', 'year', 'ago', 'long', 'journey', 'past', 'year', 'different', 'people', 'things', 'placed', 'path', 'lead', 'progress', 'seeing', 'total', 'god', 'thing', 'opinion', 'julie', 'clearlight', 'things', 'fell', 'right', 'place', 'online', 'recommended', 'julie', 'reached', 'right', 'away', 'tell', 'book', 'knowledge', 'got', 'phone', 'parents', 'julie', 'spent', 'hours', 'phone', 'mom', 'ask', 'ton', 'questions', 'feel', 'pressured', 'sauna', 'ordered', 'came', 'couple', 'weeks', 'ago', 'actually', 'got', 'phone', 'mother', 'prior', 'writing', 'review', 'seeing', 'improvements', 'pain', 'infrared', 'saunas', 'recommended', 'llmds', 'mom', 'uses', 'investment', 'healing', 'want', 'thank', 'julie', 'help', 'pray', 'daily', 'mom', 'believe', 'julie', 'sent', 'healing', 'journey', 'thank', 'help', 'knowledge', 'expertise']",98,0.03879310344827586,POSITIVE,100,
Tamara VanDine,"Thank you Julie! We are so excited to have our Sauna up and running!  Thank you for all your help.  I asked you so many questions and you always responded immediately.  I can't tell you how much I appreciated that. 100% A+ customer service my new FRIEND!   I will be sure to send all my friends and family your way.  Thanks again Julie!
Tamara",5,Valid,"thank you julie we are so excited to have our sauna up and running  thank you for all your help  i asked you so many questions and you always responded immediately  i cant tell you how much i appreciated that  a customer service my new friend   i will be sure to send all my friends and family your way  thanks again julie
tamara","['thank', 'julie', 'excited', 'sauna', 'running', ' ', 'thank', 'help', ' ', 'asked', 'questions', 'responded', 'immediately', ' ', 'nt', 'tell', 'appreciated', ' ', 'customer', 'service', 'new', 'friend', '  ', 'sure', 'send', 'friends', 'family', 'way', ' ', 'thanks', 'julie', '\n', 'tamara']",33,0.09375,POSITIVE,70,
Bonnie Stone,"I love my Clearlight Sanctuary 2!  We received it two weeks ago, and set it up last weekend!  It is so quality and luxurious! It’s so much nicer than any public sauna I have ever been in. Julie was so awesome. I felt confident in making the purchase from her because she was so attentive and patient with every kind of question I asked her for months!  And after the purchase, she’s been exactly the same, I’m happy to say. She is such a kind and helpful person, going way beyond discussing the sauna. I’m so thankful to have this amazing sauna.",5,Valid,i love my clearlight sanctuary   we received it two weeks ago and set it up last weekend  it is so quality and luxurious its so much nicer than any public sauna i have ever been in julie was so awesome i felt confident in making the purchase from her because she was so attentive and patient with every kind of question i asked her for months  and after the purchase shes been exactly the same im happy to say she is such a kind and helpful person going way beyond discussing the sauna im so thankful to have this amazing sauna,"['love', 'clearlight', 'sanctuary', '  ', 'received', 'weeks', 'ago', 'set', 'weekend', ' ', 'quality', 'luxurious', 'nicer', 'public', 'sauna', 'julie', 'awesome', 'felt', 'confident', 'making', 'purchase', 'attentive', 'patient', 'kind', 'question', 'asked', 'months', ' ', 'purchase', 's', 'exactly', 'm', 'happy', 'kind', 'helpful', 'person', 'going', 'way', 'discussing', 'sauna', 'm', 'thankful', 'amazing', 'sauna']",44,0.0392156862745098,POSITIVE,90,
