user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Emery Doucet,"When ordering a pipe for my husband's four wheeler the wrong pipe came in. I emailed company and let them know how upset I was. They not only helped me to send the wrong product back to them the same day but made sure I got the right product as soon as possible. They kept in contact with me to make sure that I got the new product and that it was correct.
Great customer service!",5,Valid,"when ordering a pipe for my husbands four wheeler the wrong pipe came in i emailed company and let them know how upset i was they not only helped me to send the wrong product back to them the same day but made sure i got the right product as soon as possible they kept in contact with me to make sure that i got the new product and that it was correct
great customer service","['ordering', 'pipe', 'husbands', 'wheeler', 'wrong', 'pipe', 'came', 'emailed', 'company', 'let', 'know', 'upset', 'helped', 'send', 'wrong', 'product', 'day', 'sure', 'got', 'right', 'product', 'soon', 'possible', 'kept', 'contact', 'sure', 'got', 'new', 'product', 'correct', '\n', 'great', 'customer', 'service']",34,0.05263157894736842,POSITIVE,76,none
Jonali Ramani,"Very irresponsible and unprofessional!!

The reviews are fake. No one can give more than 0 star for sure.",1,Rant,"very irresponsible and unprofessional

the reviews are fake no one can give more than  star for sure","['irresponsible', 'unprofessional', '\n\n', 'reviews', 'fake', ' ', 'star', 'sure']",8,0.0,NEGATIVE,48,disapproval
Thomas Davies,Great service from start to finish! Dalton gave me an estimate for work to be completed. After completing diagnostic they found it was not the issue I thought I had and just needed a battery. They even had two choices of battery for me. My final bill was about $100 less than what they originally quoted. It's great when businesses over deliver on their promises. Both people I spoke to here where very personable and easy to talk to-no techy talking down to me going on here. Great people that just seem to want to do the right thing by fixing computers and treating people well. I will likely buy my next laptop here because they had great prices on those as well and I trust them.,5,Valid,great service from start to finish dalton gave me an estimate for work to be completed after completing diagnostic they found it was not the issue i thought i had and just needed a battery they even had two choices of battery for me my final bill was about  less than what they originally quoted its great when businesses over deliver on their promises both people i spoke to here where very personable and easy to talk tono techy talking down to me going on here great people that just seem to want to do the right thing by fixing computers and treating people well i will likely buy my next laptop here because they had great prices on those as well and i trust them,"['great', 'service', 'start', 'finish', 'dalton', 'gave', 'estimate', 'work', 'completed', 'completing', 'diagnostic', 'found', 'issue', 'thought', 'needed', 'battery', 'choices', 'battery', 'final', 'bill', ' ', 'originally', 'quoted', 'great', 'businesses', 'deliver', 'promises', 'people', 'spoke', 'personable', 'easy', 'talk', 'tono', 'techy', 'talking', 'going', 'great', 'people', 'want', 'right', 'thing', 'fixing', 'computers', 'treating', 'people', 'likely', 'buy', 'laptop', 'great', 'prices', 'trust']",51,0.03937007874015748,POSITIVE,100,admiration
Aster Lei,"seriously, the service is so bad and they add 18% gratuity. I usually tip 20% but I don’t really think that the service here worth 10%. I dined in here with some of my friends and none of us like it.",2,Valid,seriously the service is so bad and they add  gratuity i usually tip  but i dont really think that the service here worth  i dined in here with some of my friends and none of us like it,"['seriously', 'service', 'bad', 'add', ' ', 'gratuity', 'usually', 'tip', ' ', 'nt', 'think', 'service', 'worth', ' ', 'dined', 'friends', 'like']",17,0.07317073170731707,NEGATIVE,58,none
Hassan Raza,"Being an IMG with a medical training background so few applicants undergo and match successfully, made me realize how toxic this world can be. I've received tons of ""misinformation"", people claiming to know so many things and putting me down and scaring me that with this background, I probably wouldn't be able to match.

In comes Dr. Desai. He helped me get on track, reassured me and dispelled most of the nonsense others were feeding me. With his help, and essentially making his The Successful Residency Match 2017 book my new Bible, I received 18 interview offers, excelled at them, and matched at my 2nd choice institution.

He helped bring me where I am now, and I strive to become a physician with the love for teaching and mentoring the way he is. Currently, he is also serving as my mentor for my fellowship application this year as well.",5,Ad,"being an img with a medical training background so few applicants undergo and match successfully made me realize how toxic this world can be ive received tons of misinformation people claiming to know so many things and putting me down and scaring me that with this background i probably wouldnt be able to match

in comes dr desai he helped me get on track reassured me and dispelled most of the nonsense others were feeding me with his help and essentially making his the successful residency match  book my new bible i received  interview offers excelled at them and matched at my nd choice institution

he helped bring me where i am now and i strive to become a physician with the love for teaching and mentoring the way he is currently he is also serving as my mentor for my fellowship application this year as well","['img', 'medical', 'training', 'background', 'applicants', 'undergo', 'match', 'successfully', 'realize', 'toxic', 'world', 've', 'received', 'tons', 'misinformation', 'people', 'claiming', 'know', 'things', 'putting', 'scaring', 'background', 'probably', 'nt', 'able', 'match', '\n\n', 'comes', 'dr', 'desai', 'helped', 'track', 'reassured', 'dispelled', 'nonsense', 'feeding', 'help', 'essentially', 'making', 'successful', 'residency', 'match', ' ', 'book', 'new', 'bible', 'received', ' ', 'interview', 'offers', 'excelled', 'matched', 'nd', 'choice', 'institution', '\n\n', 'helped', 'bring', 'strive', 'physician', 'love', 'teaching', 'mentoring', 'way', 'currently', 'serving', 'mentor', 'fellowship', 'application', 'year']",70,0.03355704697986577,POSITIVE,100,none
destinie proscia,They are so nice and friendly!! They’re very accommodating and their bud is fantastic!!! Their concentrates are strong and for someone like me who suffers from pain their concentrates have always helped my pain!  My husband and I always come to District first whenever we visit DC!,5,Valid,they are so nice and friendly theyre very accommodating and their bud is fantastic their concentrates are strong and for someone like me who suffers from pain their concentrates have always helped my pain  my husband and i always come to district first whenever we visit dc,"['nice', 'friendly', 'accommodating', 'bud', 'fantastic', 'concentrates', 'strong', 'like', 'suffers', 'pain', 'concentrates', 'helped', 'pain', ' ', 'husband', 'come', 'district', 'visit', 'dc']",19,0.0425531914893617,POSITIVE,62,admiration
Valena Bratton,Delicious!,5,Valid,delicious,['delicious'],1,0.0,POSITIVE,40,admiration
Joyce Chin,Extremely fun team event today! An excellent team building exercise where each of us has a part to play in solving the very diverse set of puzzles! Great for anyone who fancies detective stories or just solving riddles in general :),5,Valid,extremely fun team event today an excellent team building exercise where each of us has a part to play in solving the very diverse set of puzzles great for anyone who fancies detective stories or just solving riddles in general ,"['extremely', 'fun', 'team', 'event', 'today', 'excellent', 'team', 'building', 'exercise', 'play', 'solving', 'diverse', 'set', 'puzzles', 'great', 'fancies', 'detective', 'stories', 'solving', 'riddles', 'general']",21,0.0,POSITIVE,60,joy
GAETANO D'EMMA,"(Translated by Google) The food is good, the portions are reasonable, but the attention is not

(Original)
La comida es buena, las porciones son razonable, pero la atención  no lo es",3,Valid,"translated by google the food is good the portions are reasonable but the attention is not

original
la comida es buena las porciones son razonable pero la atención  no lo es","['translated', 'google', 'food', 'good', 'portions', 'reasonable', 'attention', '\n\n', 'original', '\n', 'la', 'comida', 'es', 'buena', 'las', 'porciones', 'son', 'razonable', 'pero', 'la', 'atención', ' ', 'lo', 'es']",24,0.0,NEGATIVE,54,none
Nimbus Cloud,"Thank god for Beau Thai. This is the only good restaurant in Mt. Pleasant and it is a very good one. My favorite is the vegetable dish. I hold the garlic and ask for extra ginger. It's refreshing and filling, never greasy and comes with high quality vegetables, no baby corn, celery or water chestnuts and cabbage like some places try to get away with. It's a little pricey so I try to go for lunch when entrees are cheaper. The garden rolls are also very good as well as the veggie empanadas that I think are made with butternut squash and taste like a delicious Thanksgiving treat anytime of year. Staff is nice too.",4,Valid,thank god for beau thai this is the only good restaurant in mt pleasant and it is a very good one my favorite is the vegetable dish i hold the garlic and ask for extra ginger its refreshing and filling never greasy and comes with high quality vegetables no baby corn celery or water chestnuts and cabbage like some places try to get away with its a little pricey so i try to go for lunch when entrees are cheaper the garden rolls are also very good as well as the veggie empanadas that i think are made with butternut squash and taste like a delicious thanksgiving treat anytime of year staff is nice too,"['thank', 'god', 'beau', 'thai', 'good', 'restaurant', 'mt', 'pleasant', 'good', 'favorite', 'vegetable', 'dish', 'hold', 'garlic', 'ask', 'extra', 'ginger', 'refreshing', 'filling', 'greasy', 'comes', 'high', 'quality', 'vegetables', 'baby', 'corn', 'celery', 'water', 'chestnuts', 'cabbage', 'like', 'places', 'try', 'away', 'little', 'pricey', 'try', 'lunch', 'entrees', 'cheaper', 'garden', 'rolls', 'good', 'veggie', 'empanadas', 'think', 'butternut', 'squash', 'taste', 'like', 'delicious', 'thanksgiving', 'treat', 'anytime', 'year', 'staff', 'nice']",57,0.02608695652173913,POSITIVE,96,admiration
adam_st0rey,"They are honest, friendly and they are very helpful.",5,Valid,they are honest friendly and they are very helpful,"['honest', 'friendly', 'helpful']",3,0.0,POSITIVE,44,admiration
Wendy Redmond,They went above and beyond what I excepted. I would recommend this company for tile removal.  Very professional and showed up on time.,5,Valid,they went above and beyond what i excepted i would recommend this company for tile removal  very professional and showed up on time,"['went', 'excepted', 'recommend', 'company', 'tile', 'removal', ' ', 'professional', 'showed', 'time']",10,0.08695652173913043,POSITIVE,49,admiration
Lucia Linares,"Im so in love with my product, i dont even take it off.",5,Valid,im so in love with my product i dont even take it off,"['m', 'love', 'product', 'nt']",4,0.0,NEGATIVE,46,love
Thomas Brennand,Very easy and convenient. It takes the stress out of travel.,5,Valid,very easy and convenient it takes the stress out of travel,"['easy', 'convenient', 'takes', 'stress', 'travel']",5,0.0,POSITIVE,44,approval
Emiliano Padilla,"(Translated by Google) Parking is very expensive

(Original)
Es muy caro el estacionamiento",5,Rant,"translated by google parking is very expensive

original
es muy caro el estacionamiento","['translated', 'google', 'parking', 'expensive', '\n\n', 'original', '\n', 'es', 'muy', 'caro', 'el', 'estacionamiento']",12,0.0,NEGATIVE,46,neutral
sifuddin ahmmed,"(Translated by Google) It has become very popular in a short time. This megaheri Biryani House is located in Khalishpur, TAT city, because its quality is very good, people come from different distant places and eat food here, as well as take home parasels as well as orders for different events. Mayga Mega House, from this mega house, win the hearts of people within a short time So it has not invited you to come to eat at this mega Biryani House

(Original)
অল্প সময়ের মধ্যে খুবই জনপ্রিয় হয়ে উঠেছে এই মেগাহার্জ বিরানি হাউজ টি এ টি শহরের খালিশপুরে অবস্থিত এখানকার খাবারের মান অনেক সুন্দর থাকায় বিভিন্ন দূর-দূরান্ত থেকে মানুষ এসে এখানে খাবার খেয়ে থাকেন এবং এর পাশাপাশি বাসা বাড়ির জন্যে পার্সেল হিসেবে নিয়ে যেয়ে থাকে এছাড়াও বিভিন্ন অনুষ্ঠানের অর্ডার হয়ে থাকে এই মেগা হাউজের থেকে মেগা হাউসটি মানুষের মন অল্প সময়ের ভিতর জয় করে ফেলেছে সুতরাং আপনাকেও আমন্ত্রণ রাখা হলো এই মেগা বিরানি হাউজ এ খাবার খেতে আসার জন্য",4,Ad,"translated by google it has become very popular in a short time this megaheri biryani house is located in khalishpur tat city because its quality is very good people come from different distant places and eat food here as well as take home parasels as well as orders for different events mayga mega house from this mega house win the hearts of people within a short time so it has not invited you to come to eat at this mega biryani house

original
অলপ সমযর মধয খবই জনপরয হয উঠছ এই মগহরজ বরন হউজ ট এ ট শহরর খলশপর অবসথত এখনকর খবরর মন অনক সনদর থকয বভনন দরদরনত থক মনষ এস এখন খবর খয থকন এব এর পশপশ বস বডর জনয পরসল হসব নয যয থক এছডও বভনন অনষঠনর অরডর হয থক এই মগ হউজর থক মগ হউসট মনষর মন অলপ সমযর ভতর জয কর ফলছ সতর আপনকও আমনতরণ রখ হল এই মগ বরন হউজ এ খবর খত আসর জনয","['translated', 'google', 'popular', 'short', 'time', 'megaheri', 'biryani', 'house', 'located', 'khalishpur', 'tat', 'city', 'quality', 'good', 'people', 'come', 'different', 'distant', 'places', 'eat', 'food', 'home', 'parasels', 'orders', 'different', 'events', 'mayga', 'mega', 'house', 'mega', 'house', 'win', 'hearts', 'people', 'short', 'time', 'invited', 'come', 'eat', 'mega', 'biryani', 'house', '\n\n', 'original', '\n', 'অলপ', 'সমযর', 'মধয', 'খবই', 'জনপরয', 'হয', 'উঠছ', 'এই', 'মগহরজ', 'বরন', 'হউজ', 'ট', 'এ', 'ট', 'শহরর', 'খলশপর', 'অবসথত', 'এখনকর', 'খবরর', 'মন', 'অনক', 'সনদর', 'থকয', 'বভনন', 'দরদরনত', 'থক', 'মনষ', 'এস', 'এখন', 'খবর', 'খয', 'থকন', 'এব', 'এর', 'পশপশ', 'বস', 'বডর', 'জনয', 'পরসল', 'হসব', 'নয', 'যয', 'থক', 'এছডও', 'বভনন', 'অনষঠনর', 'অরডর', 'হয', 'থক', 'এই', 'মগ', 'হউজর', 'থক', 'মগ', 'হউসট', 'মনষর', 'মন', 'অলপ', 'সমযর', 'ভতর', 'জয', 'কর', 'ফলছ', 'সতর', 'আপনকও', 'আমনতরণ', 'রখ', 'হল', 'এই', 'মগ', 'বরন', 'হউজ', 'এ', 'খবর', 'খত', 'আসর', 'জনয']",122,0.00625,NEGATIVE,100,neutral
Brian Collins,History of 70yrs,5,Irrelevant,history of yrs,"['history', 'yrs']",2,0.0,POSITIVE,41,neutral
MarK Holley,It is worth the cost of membership.,5,Valid,it is worth the cost of membership,"['worth', 'cost', 'membership']",3,0.0,POSITIVE,43,approval
Lonnie Broussard,Installation was done on time and well.  Did have to come back and do some recaulking but completed without delay.  Have noticed that a couple of the windows easily slip out of the tracks.  Would give five stars were it not for these two items.,4,Valid,installation was done on time and well  did have to come back and do some recaulking but completed without delay  have noticed that a couple of the windows easily slip out of the tracks  would give five stars were it not for these two items,"['installation', 'time', ' ', 'come', 'recaulking', 'completed', 'delay', ' ', 'noticed', 'couple', 'windows', 'easily', 'slip', 'tracks', ' ', 'stars', 'items']",17,0.0,NEGATIVE,57,none
Devon Tensley,OUR WAITER HAD SUCH A GREAT ORA WITH HIM.  THANK YOU,5,Valid,our waiter had such a great ora with him  thank you,"['waiter', 'great', 'ora', ' ', 'thank']",5,1.0,POSITIVE,25,"admiration, gratitude"
Joey Hunziker,"This review is based on the billing issues at Pahlavani dental. I received one notification in December 2018 about a bill in need of payment. I was confused, as I had changed jobs and therefore insurance, and hadn't visited Pahlavani dental in several months. I clicked through the email to see what the balance was due, but it showed me nothing. So I went on with my business.

Seven months later, I received a notification from a collections agency that Pahlavani dental sold that bill (which no one was still able to verify for me the amount). I called Pahlavani dental and they could neither confirm the amount nor who the creditor was, since they'd batch sold the debt. They were able to tell me that my insurance had retroactively denied one of their claims, which I was not notified about, and they were billing me for the service. I had to send them the name of the collection agency for them to confirm. I paid the stupid creditor $119 and yet now I have a negative impact on my credit because of Pahlavani's billing practices. I would not recommend dealing with this.",1,Rant,"this review is based on the billing issues at pahlavani dental i received one notification in december  about a bill in need of payment i was confused as i had changed jobs and therefore insurance and hadnt visited pahlavani dental in several months i clicked through the email to see what the balance was due but it showed me nothing so i went on with my business

seven months later i received a notification from a collections agency that pahlavani dental sold that bill which no one was still able to verify for me the amount i called pahlavani dental and they could neither confirm the amount nor who the creditor was since theyd batch sold the debt they were able to tell me that my insurance had retroactively denied one of their claims which i was not notified about and they were billing me for the service i had to send them the name of the collection agency for them to confirm i paid the stupid creditor  and yet now i have a negative impact on my credit because of pahlavanis billing practices i would not recommend dealing with this","['review', 'based', 'billing', 'issues', 'pahlavani', 'dental', 'received', 'notification', 'december', ' ', 'bill', 'need', 'payment', 'confused', 'changed', 'jobs', 'insurance', 'nt', 'visited', 'pahlavani', 'dental', 'months', 'clicked', 'email', 'balance', 'showed', 'went', 'business', '\n\n', 'seven', 'months', 'later', 'received', 'notification', 'collections', 'agency', 'pahlavani', 'dental', 'sold', 'bill', 'able', 'verify', 'called', 'pahlavani', 'dental', 'confirm', 'creditor', 'd', 'batch', 'sold', 'debt', 'able', 'tell', 'insurance', 'retroactively', 'denied', 'claims', 'notified', 'billing', 'service', 'send', 'collection', 'agency', 'confirm', 'paid', 'stupid', 'creditor', ' ', 'negative', 'impact', 'credit', 'pahlavanis', 'billing', 'practices', 'recommend', 'dealing']",76,0.06217616580310881,NEGATIVE,100,none
Armando Robles,Best loan I ever received during the Holidays.,5,Valid,best loan i ever received during the holidays,"['best', 'loan', 'received', 'holidays']",4,0.125,POSITIVE,41,admiration
Zixin Zoe Deng,Great show!,5,Valid,great show,['great'],1,0.0,POSITIVE,40,admiration
Rose Francois,"The legs of the pants ( part that touches my shoes) are too wide. Potential to pick up all the germs on hospital floor. I keep those,  but I wouldn’t buy another pair",3,Valid,the legs of the pants  part that touches my shoes are too wide potential to pick up all the germs on hospital floor i keep those  but i wouldnt buy another pair,"['legs', 'pants', ' ', 'touches', 'shoes', 'wide', 'potential', 'pick', 'germs', 'hospital', 'floor', ' ', 'nt', 'buy', 'pair']",15,0.06060606060606061,NEGATIVE,55,neutral
Tomás Ameri,"Beautiful place, i really love it",5,Valid,beautiful place i really love it,"['beautiful', 'place', 'love']",3,0.0,POSITIVE,42,love
Tj Reddick,National monument.  Kinda just is what it is.  The reflection pool could definitely use some cleaning and the bathrooms aren't as clean as they should be.,5,Valid,national monument  kinda just is what it is  the reflection pool could definitely use some cleaning and the bathrooms arent as clean as they should be,"['national', 'monument', ' ', 'kinda', ' ', 'reflection', 'pool', 'definitely', 'use', 'cleaning', 'bathrooms', 'nt', 'clean']",13,0.0,NEGATIVE,52,none
Jesse O,Awesome history and experience.,5,Valid,awesome history and experience,"['awesome', 'history', 'experience']",3,0.0,POSITIVE,41,admiration
bruce w Garcia,Very quick and easy process.  Received my money the next day.,5,Valid,very quick and easy process  received my money the next day,"['quick', 'easy', 'process', ' ', 'received', 'money', 'day']",7,0.0,NEGATIVE,29,none
James Smith,Lovely... especially at night!!,5,Valid,lovely especially at night,"['lovely', 'especially', 'night']",3,0.0,POSITIVE,41,love
Jeremiah Lawrence,I never expected it to look that good. It's wonderful!,5,Valid,i never expected it to look that good its wonderful,"['expected', 'look', 'good', 'wonderful']",4,0.1,POSITIVE,42,admiration
old young,TriDot has given me structure to my workouts to do the right things right and motivates me to get my workouts done in an intentional way. I am confident in my progress!,5,Valid,tridot has given me structure to my workouts to do the right things right and motivates me to get my workouts done in an intentional way i am confident in my progress,"['tridot', 'given', 'structure', 'workouts', 'right', 'things', 'right', 'motivates', 'workouts', 'intentional', 'way', 'confident', 'progress']",13,0.03125,POSITIVE,55,none
